Driver,DriverNumber,LapNumber,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Stint,Compound,TyreLife,FreshTyre,PitInTime,PitOutTime,TrackStatus,Position,Deleted
PER,11,23.0,96.249,30.84,41.729,23.68,2.0,HARD,11.0,True,,,1,2.0,False
PER,11,24.0,96.211,30.792,41.687,23.732,2.0,HARD,12.0,True,,,1,2.0,False
PER,11,25.0,96.344,30.878,41.719,23.747,2.0,HARD,13.0,True,,,1,2.0,False
PER,11,26.0,96.347,30.938,41.666,23.743,2.0,HARD,14.0,True,,,1,2.0,False
PER,11,27.0,96.233,30.853,41.543,23.837,2.0,HARD,15.0,True,,,1,2.0,False
PER,11,28.0,96.226,30.929,41.588,23.709,2.0,HARD,16.0,True,,,1,2.0,False
PER,11,29.0,96.437,30.926,41.749,23.762,2.0,HARD,17.0,True,,,1,2.0,False
PER,11,30.0,96.313,30.916,41.643,23.754,2.0,HARD,18.0,True,,,1,2.0,False
PER,11,31.0,96.339,30.843,41.752,23.744,2.0,HARD,19.0,True,,,1,2.0,False
PER,11,32.0,96.276,30.856,41.671,23.749,2.0,HARD,20.0,True,,,1,2.0,False
PER,11,33.0,96.564,30.907,41.752,23.905,2.0,HARD,21.0,True,,,1,2.0,False
PER,11,34.0,96.378,30.84,41.734,23.804,2.0,HARD,22.0,True,,,1,2.0,False
PER,11,35.0,96.776,30.938,41.91,23.928,2.0,HARD,23.0,True,,,1,2.0,False
PER,11,36.0,99.365,31.014,41.781,26.57,2.0,HARD,24.0,True,7110.216,,1,2.0,False
PER,11,37.0,115.808,51.096,41.214,23.498,3.0,SOFT,1.0,True,,7134.639,1,2.0,False
PER,11,38.0,94.804,30.581,40.931,23.292,3.0,SOFT,2.0,True,,,1,2.0,False
PER,11,39.0,94.607,30.563,40.893,23.151,3.0,SOFT,3.0,True,,,1,2.0,False
PER,11,40.0,94.364,30.4,40.772,23.192,3.0,SOFT,4.0,True,,,1,2.0,False
PER,11,41.0,94.4,30.351,40.884,23.165,3.0,SOFT,5.0,True,,,1,2.0,False
PER,11,42.0,94.525,30.299,40.985,23.241,3.0,SOFT,6.0,True,,,1,2.0,False
PER,11,43.0,94.797,30.403,41.148,23.246,3.0,SOFT,7.0,True,,,1,2.0,False
PER,11,44.0,94.799,30.389,41.028,23.382,3.0,SOFT,8.0,True,,,1,2.0,False
PER,11,45.0,94.592,30.338,40.986,23.268,3.0,SOFT,9.0,True,,,1,2.0,False
PER,11,46.0,94.844,30.41,41.109,23.325,3.0,SOFT,10.0,True,,,1,2.0,False
PER,11,47.0,94.73,30.281,41.074,23.375,3.0,SOFT,11.0,True,,,1,2.0,False
PER,11,48.0,94.885,30.358,41.147,23.38,3.0,SOFT,12.0,True,,,1,2.0,False
PER,11,49.0,94.966,30.4,41.133,23.433,3.0,SOFT,13.0,True,,,1,2.0,False
PER,11,50.0,95.082,30.366,41.337,23.379,3.0,SOFT,14.0,True,,,1,2.0,False
PER,11,51.0,94.94,30.36,41.144,23.436,3.0,SOFT,15.0,True,,,1,2.0,False
PER,11,52.0,95.183,30.577,41.129,23.477,3.0,SOFT,16.0,True,,,1,2.0,False
PER,11,53.0,95.842,30.638,41.522,23.682,3.0,SOFT,17.0,True,,,1,2.0,False
PER,11,54.0,95.459,30.578,41.382,23.499,3.0,SOFT,18.0,True,,,1,2.0,False
PER,11,55.0,95.611,30.683,41.42,23.508,3.0,SOFT,19.0,True,,,1,2.0,False
PER,11,56.0,95.568,30.539,41.406,23.623,3.0,SOFT,20.0,True,,,1,2.0,False
PER,11,57.0,95.746,30.521,41.6,23.625,3.0,SOFT,21.0,True,,,1,2.0,False
SAI,55,1.0,100.62,,42.861,23.765,1.0,SOFT,4.0,False,,,12,5.0,False
SAI,55,2.0,97.236,30.974,42.366,23.896,1.0,SOFT,5.0,False,,,1,5.0,False
SAI,55,3.0,97.08,31.049,42.179,23.852,1.0,SOFT,6.0,False,,,1,5.0,False
SAI,55,4.0,97.264,30.957,42.373,23.934,1.0,SOFT,7.0,False,,,1,5.0,False
SAI,55,5.0,98.032,30.967,42.821,24.244,1.0,SOFT,8.0,False,,,1,5.0,False
SAI,55,6.0,97.741,30.879,42.803,24.059,1.0,SOFT,9.0,False,,,1,5.0,False
SAI,55,7.0,98.26,30.847,43.148,24.265,1.0,SOFT,10.0,False,,,1,5.0,False
SAI,55,8.0,98.183,31.341,42.701,24.141,1.0,SOFT,11.0,False,,,1,5.0,False
SAI,55,9.0,98.03,30.99,42.868,24.172,1.0,SOFT,12.0,False,,,1,5.0,False
SAI,55,10.0,97.608,30.819,42.638,24.151,1.0,SOFT,13.0,False,,,12,5.0,False
SAI,55,11.0,97.656,31.266,42.386,24.004,1.0,SOFT,14.0,False,,,1,3.0,False
SAI,55,12.0,97.65,31.089,42.46,24.101,1.0,SOFT,15.0,False,,,1,2.0,False
SAI,55,13.0,97.243,31.025,42.212,24.006,1.0,SOFT,16.0,False,,,1,2.0,False
SAI,55,14.0,99.753,31.011,42.119,26.623,1.0,SOFT,17.0,False,4970.807,,1,2.0,False
SAI,55,15.0,117.225,51.656,42.013,23.556,2.0,HARD,1.0,True,,4995.387,1,7.0,False
SAI,55,16.0,96.376,30.412,42.131,23.833,2.0,HARD,2.0,True,,,1,5.0,False
SAI,55,17.0,95.507,30.202,41.758,23.547,2.0,HARD,3.0,True,,,1,4.0,False
SAI,55,18.0,96.088,30.59,41.964,23.534,2.0,HARD,4.0,True,,,1,3.0,False
SAI,55,19.0,96.236,30.805,41.897,23.534,2.0,HARD,5.0,True,,,1,3.0,False
SAI,55,20.0,96.034,30.786,41.66,23.588,2.0,HARD,6.0,True,,,1,3.0,False
SAI,55,21.0,96.104,30.796,41.752,23.556,2.0,HARD,7.0,True,,,1,3.0,False
SAI,55,22.0,96.008,30.686,41.77,23.552,2.0,HARD,8.0,True,,,1,3.0,False
SAI,55,23.0,96.149,30.738,41.797,23.614,2.0,HARD,9.0,True,,,1,3.0,False
SAI,55,24.0,96.2,30.698,41.881,23.621,2.0,HARD,10.0,True,,,1,3.0,False
SAI,55,25.0,96.22,30.724,41.907,23.589,2.0,HARD,11.0,True,,,1,3.0,False
SAI,55,26.0,96.221,30.714,41.878,23.629,2.0,HARD,12.0,True,,,1,3.0,False
SAI,55,27.0,96.272,30.807,41.836,23.629,2.0,HARD,13.0,True,,,1,3.0,False
SAI,55,28.0,96.534,30.901,41.965,23.668,2.0,HARD,14.0,True,,,1,3.0,False
SAI,55,29.0,96.6,30.852,41.97,23.778,2.0,HARD,15.0,True,,,1,3.0,False
SAI,55,30.0,96.337,30.746,41.897,23.694,2.0,HARD,16.0,True,,,1,3.0,False
SAI,55,31.0,96.537,30.851,41.959,23.727,2.0,HARD,17.0,True,,,1,3.0,False
SAI,55,32.0,96.762,30.873,42.115,23.774,2.0,HARD,18.0,True,,,1,3.0,False
SAI,55,33.0,96.556,30.833,41.987,23.736,2.0,HARD,19.0,True,,,1,3.0,False
SAI,55,34.0,96.551,30.858,41.933,23.76,2.0,HARD,20.0,True,,,1,3.0,False
SAI,55,35.0,99.274,30.872,42.117,26.285,2.0,HARD,21.0,True,7016.614,,1,3.0,False
SAI,55,36.0,115.62,50.852,41.528,23.24,3.0,HARD,1.0,True,,7040.5,1,3.0,False
SAI,55,37.0,95.302,30.695,41.39,23.217,3.0,HARD,2.0,True,,,1,3.0,False
SAI,55,38.0,95.1,30.631,41.329,23.14,3.0,HARD,3.0,True,,,1,3.0,False
SAI,55,39.0,94.709,30.481,41.066,23.162,3.0,HARD,4.0,True,,,1,3.0,False
SAI,55,40.0,94.739,30.382,41.146,23.211,3.0,HARD,5.0,True,,,1,3.0,False
SAI,55,41.0,95.041,30.638,41.205,23.198,3.0,HARD,6.0,True,,,1,3.0,False
SAI,55,42.0,94.861,30.448,41.195,23.218,3.0,HARD,7.0,True,,,1,3.0,False
SAI,55,43.0,94.795,30.387,41.201,23.207,3.0,HARD,8.0,True,,,1,3.0,False
SAI,55,44.0,94.507,30.35,40.971,23.186,3.0,HARD,9.0,True,,,1,3.0,False
SAI,55,45.0,94.79,30.398,41.123,23.269,3.0,HARD,10.0,True,,,1,3.0,False
SAI,55,46.0,94.853,30.466,41.116,23.271,3.0,HARD,11.0,True,,,1,3.0,False
SAI,55,47.0,94.901,30.455,41.086,23.36,3.0,HARD,12.0,True,,,1,3.0,False
SAI,55,48.0,94.981,30.602,41.028,23.351,3.0,HARD,13.0,True,,,1,3.0,False
SAI,55,49.0,95.44,30.499,41.58,23.361,3.0,HARD,14.0,True,,,1,3.0,False
SAI,55,50.0,95.142,30.468,41.331,23.343,3.0,HARD,15.0,True,,,1,3.0,False
SAI,55,51.0,95.282,30.502,41.387,23.393,3.0,HARD,16.0,True,,,1,3.0,False
SAI,55,52.0,95.083,30.522,41.259,23.302,3.0,HARD,17.0,True,,,1,3.0,False
SAI,55,53.0,95.211,30.491,41.288,23.432,3.0,HARD,18.0,True,,,1,3.0,False
SAI,55,54.0,95.309,30.555,41.277,23.477,3.0,HARD,19.0,True,,,1,3.0,False
SAI,55,55.0,95.407,30.699,41.192,23.516,3.0,HARD,20.0,True,,,1,3.0,False
SAI,55,56.0,95.305,30.593,41.18,23.532,3.0,HARD,21.0,True,,,1,3.0,False
SAI,55,57.0,95.327,30.55,41.125,23.652,3.0,HARD,22.0,True,,,1,3.0,False
LEC,16,1.0,98.271,,41.549,23.635,1.0,SOFT,4.0,False,,,12,2.0,False
LEC,16,2.0,96.862,31.166,41.864,23.832,1.0,SOFT,5.0,False,,,1,2.0,False
LEC,16,3.0,98.062,31.223,42.856,23.983,1.0,SOFT,6.0,False,,,1,3.0,False
LEC,16,4.0,97.752,30.958,42.784,24.01,1.0,SOFT,7.0,False,,,1,3.0,True
LEC,16,5.0,98.131,31.192,42.872,24.067,1.0,SOFT,8.0,False,,,1,3.0,False
LEC,16,6.0,97.782,30.936,42.751,24.095,1.0,SOFT,9.0,False,,,1,3.0,False
LEC,16,7.0,98.957,31.008,43.761,24.188,1.0,SOFT,10.0,False,,,1,4.0,False
LEC,16,8.0,98.136,31.2,42.753,24.183,1.0,SOFT,11.0,False,,,1,4.0,False
LEC,16,9.0,97.844,31.147,42.533,24.164,1.0,SOFT,12.0,False,,,1,4.0,False
LEC,16,10.0,97.884,30.988,42.534,24.362,1.0,SOFT,13.0,False,,,12,4.0,False
LEC,16,11.0,101.737,32.241,42.647,26.849,1.0,SOFT,14.0,False,4679.892,,1,6.0,False
LEC,16,12.0,117.471,51.178,42.371,23.922,2.0,HARD,1.0,True,,4703.94,1,13.0,False
LEC,16,13.0,96.432,30.58,42.173,23.679,2.0,HARD,2.0,True,,,1,9.0,False
LEC,16,14.0,96.756,30.787,42.232,23.737,2.0,HARD,3.0,True,,,1,8.0,False
LEC,16,15.0,96.813,30.831,42.256,23.726,2.0,HARD,4.0,True,,,1,6.0,False
LEC,16,16.0,96.673,30.606,42.32,23.747,2.0,HARD,5.0,True,,,1,4.0,False
LEC,16,17.0,97.302,31.109,42.332,23.861,2.0,HARD,6.0,True,,,1,5.0,False
LEC,16,18.0,97.438,31.18,42.467,23.791,2.0,HARD,7.0,True,,,1,5.0,False
LEC,16,19.0,96.821,30.986,42.03,23.805,2.0,HARD,8.0,True,,,1,5.0,False
LEC,16,20.0,96.794,30.839,42.103,23.852,2.0,HARD,9.0,True,,,1,5.0,False
LEC,16,21.0,96.977,31.089,42.091,23.797,2.0,HARD,10.0,True,,,1,5.0,False
LEC,16,22.0,96.796,30.994,41.976,23.826,2.0,HARD,11.0,True,,,1,5.0,False
LEC,16,23.0,96.987,31.131,41.941,23.915,2.0,HARD,12.0,True,,,1,5.0,False
LEC,16,24.0,96.924,31.083,41.904,23.937,2.0,HARD,13.0,True,,,1,5.0,False
LEC,16,25.0,96.76,31.059,41.828,23.873,2.0,HARD,14.0,True,,,1,5.0,False
LEC,16,26.0,96.81,30.991,41.901,23.918,2.0,HARD,15.0,True,,,1,5.0,False
LEC,16,27.0,96.831,31.081,41.881,23.869,2.0,HARD,16.0,True,,,1,5.0,False
LEC,16,28.0,96.907,31.019,41.971,23.917,2.0,HARD,17.0,True,,,1,5.0,False
LEC,16,29.0,96.963,30.974,42.065,23.924,2.0,HARD,18.0,True,,,1,5.0,False
LEC,16,30.0,97.158,31.134,42.03,23.994,2.0,HARD,19.0,True,,,1,5.0,False
LEC,16,31.0,97.031,30.999,42.079,23.953,2.0,HARD,20.0,True,,,1,4.0,False
LEC,16,32.0,96.941,31.153,41.922,23.866,2.0,HARD,21.0,True,,,1,4.0,False
LEC,16,33.0,96.741,30.99,41.868,23.883,2.0,HARD,22.0,True,,,1,4.0,False
LEC,16,34.0,99.614,31.219,41.932,26.463,2.0,HARD,23.0,True,6931.86,,1,4.0,False
LEC,16,35.0,116.166,51.681,41.26,23.225,3.0,HARD,1.0,True,,6955.941,1,6.0,False
LEC,16,36.0,94.09,30.063,40.65,23.377,3.0,HARD,2.0,True,,,1,5.0,False
LEC,16,37.0,94.897,30.611,40.962,23.324,3.0,HARD,3.0,True,,,1,5.0,False
LEC,16,38.0,94.783,30.55,40.953,23.28,3.0,HARD,4.0,True,,,1,5.0,False
LEC,16,39.0,95.087,30.604,41.077,23.406,3.0,HARD,5.0,True,,,1,5.0,False
LEC,16,40.0,94.859,30.507,40.836,23.516,3.0,HARD,6.0,True,,,1,5.0,False
LEC,16,41.0,95.028,30.539,41.033,23.456,3.0,HARD,7.0,True,,,1,5.0,False
LEC,16,42.0,94.982,30.413,41.067,23.502,3.0,HARD,8.0,True,,,1,5.0,False
LEC,16,43.0,95.192,30.286,41.367,23.539,3.0,HARD,9.0,True,,,1,5.0,False
LEC,16,44.0,95.051,30.468,41.124,23.459,3.0,HARD,10.0,True,,,1,5.0,False
LEC,16,45.0,95.22,30.355,41.281,23.584,3.0,HARD,11.0,True,,,1,5.0,False
LEC,16,46.0,95.058,30.238,41.4,23.42,3.0,HARD,12.0,True,,,1,4.0,False
LEC,16,47.0,95.057,30.577,41.115,23.365,3.0,HARD,13.0,True,,,1,4.0,False
LEC,16,48.0,95.308,30.64,41.183,23.485,3.0,HARD,14.0,True,,,1,4.0,False
LEC,16,49.0,95.302,30.689,41.12,23.493,3.0,HARD,15.0,True,,,1,4.0,False
LEC,16,50.0,95.383,30.639,41.285,23.459,3.0,HARD,16.0,True,,,1,4.0,False
LEC,16,51.0,95.418,30.721,41.116,23.581,3.0,HARD,17.0,True,,,1,4.0,False
LEC,16,52.0,95.394,30.693,41.156,23.545,3.0,HARD,18.0,True,,,1,4.0,False
LEC,16,53.0,95.48,30.777,41.227,23.476,3.0,HARD,19.0,True,,,1,4.0,False
LEC,16,54.0,95.265,30.7,41.077,23.488,3.0,HARD,20.0,True,,,1,4.0,False
LEC,16,55.0,95.785,30.857,41.308,23.62,3.0,HARD,21.0,True,,,1,4.0,False
LEC,16,56.0,95.924,30.744,41.565,23.615,3.0,HARD,22.0,True,,,1,4.0,False
LEC,16,57.0,96.324,30.856,41.655,23.813,3.0,HARD,23.0,True,,,1,4.0,False
RUS,63,1.0,99.228,,42.099,23.694,1.0,SOFT,4.0,False,,,12,3.0,False
RUS,63,2.0,96.635,30.829,42.038,23.768,1.0,SOFT,5.0,False,,,1,3.0,False
RUS,63,3.0,96.406,30.367,42.202,23.837,1.0,SOFT,6.0,False,,,1,2.0,False
RUS,63,4.0,97.738,31.135,42.609,23.994,1.0,SOFT,7.0,False,,,1,2.0,False
RUS,63,5.0,98.116,31.636,42.573,23.907,1.0,SOFT,8.0,False,,,1,2.0,False
RUS,63,6.0,97.784,31.36,42.508,23.916,1.0,SOFT,9.0,False,,,1,2.0,False
RUS,63,7.0,98.082,31.48,42.577,24.025,1.0,SOFT,10.0,False,,,1,2.0,False
RUS,63,8.0,97.862,31.238,42.646,23.978,1.0,SOFT,11.0,False,,,1,2.0,False
RUS,63,9.0,97.73,31.12,42.578,24.032,1.0,SOFT,12.0,False,,,1,2.0,False
RUS,63,10.0,97.782,31.247,42.538,23.997,1.0,SOFT,13.0,False,,,12,2.0,False
RUS,63,11.0,100.515,31.392,42.646,26.477,1.0,SOFT,14.0,False,4676.394,,1,4.0,False
RUS,63,12.0,118.46,52.57,42.189,23.701,2.0,HARD,1.0,True,,4701.16,1,11.0,False
RUS,63,13.0,97.167,30.759,42.479,23.929,2.0,HARD,2.0,True,,,1,7.0,False
RUS,63,14.0,97.571,30.851,42.74,23.98,2.0,HARD,3.0,True,,,1,7.0,False
RUS,63,15.0,96.922,31.038,42.152,23.732,2.0,HARD,4.0,True,,,1,4.0,False
RUS,63,16.0,96.683,31.03,42.084,23.569,2.0,HARD,5.0,True,,,1,3.0,False
RUS,63,17.0,96.234,30.747,41.766,23.721,2.0,HARD,6.0,True,,,1,3.0,False
RUS,63,18.0,97.819,31.462,42.532,23.825,2.0,HARD,7.0,True,,,1,4.0,False
RUS,63,19.0,97.233,31.101,42.267,23.865,2.0,HARD,8.0,True,,,1,4.0,False
RUS,63,20.0,96.732,30.862,42.099,23.771,2.0,HARD,9.0,True,,,1,4.0,False
RUS,63,21.0,96.769,30.87,42.18,23.719,2.0,HARD,10.0,True,,,1,4.0,False
RUS,63,22.0,96.992,30.84,42.313,23.839,2.0,HARD,11.0,True,,,1,4.0,False
RUS,63,23.0,96.954,31.043,42.088,23.823,2.0,HARD,12.0,True,,,1,4.0,False
RUS,63,24.0,96.736,30.867,42.107,23.762,2.0,HARD,13.0,True,,,1,4.0,False
RUS,63,25.0,96.928,30.941,42.199,23.788,2.0,HARD,14.0,True,,,1,4.0,False
RUS,63,26.0,96.801,30.867,42.161,23.773,2.0,HARD,15.0,True,,,1,4.0,False
RUS,63,27.0,96.815,30.93,42.115,23.77,2.0,HARD,16.0,True,,,1,4.0,False
RUS,63,28.0,96.911,30.98,42.149,23.782,2.0,HARD,17.0,True,,,1,4.0,False
RUS,63,29.0,97.066,30.993,42.224,23.849,2.0,HARD,18.0,True,,,1,4.0,False
RUS,63,30.0,97.186,31.03,42.221,23.935,2.0,HARD,19.0,True,,,1,4.0,False
RUS,63,31.0,99.405,31.061,42.153,26.191,2.0,HARD,20.0,True,6639.737,,1,5.0,False
RUS,63,32.0,117.267,52.151,41.641,23.475,3.0,HARD,1.0,True,,6664.687,1,9.0,False
RUS,63,33.0,95.838,30.638,41.572,23.628,3.0,HARD,2.0,True,,,1,9.0,False
RUS,63,34.0,95.241,30.286,41.651,23.304,3.0,HARD,3.0,True,,,1,6.0,False
RUS,63,35.0,95.772,30.587,41.817,23.368,3.0,HARD,4.0,True,,,1,4.0,False
RUS,63,36.0,95.434,30.608,41.494,23.332,3.0,HARD,5.0,True,,,1,4.0,False
RUS,63,37.0,95.481,30.566,41.586,23.329,3.0,HARD,6.0,True,,,1,4.0,False
RUS,63,38.0,95.479,30.6,41.469,23.41,3.0,HARD,7.0,True,,,1,4.0,False
RUS,63,39.0,95.204,30.547,41.329,23.328,3.0,HARD,8.0,True,,,1,4.0,False
RUS,63,40.0,95.065,30.39,41.347,23.328,3.0,HARD,9.0,True,,,1,4.0,False
RUS,63,41.0,95.093,30.541,41.25,23.302,3.0,HARD,10.0,True,,,1,4.0,False
RUS,63,42.0,95.136,30.57,41.196,23.37,3.0,HARD,11.0,True,,,1,4.0,False
RUS,63,43.0,95.193,30.626,41.237,23.33,3.0,HARD,12.0,True,,,1,4.0,False
RUS,63,44.0,95.162,30.573,41.252,23.337,3.0,HARD,13.0,True,,,1,4.0,False
RUS,63,45.0,95.276,30.599,41.328,23.349,3.0,HARD,14.0,True,,,1,4.0,False
RUS,63,46.0,96.657,30.649,42.244,23.764,3.0,HARD,15.0,True,,,1,5.0,True
RUS,63,47.0,95.805,30.525,41.724,23.556,3.0,HARD,16.0,True,,,1,5.0,False
RUS,63,48.0,96.059,30.794,41.795,23.47,3.0,HARD,17.0,True,,,1,5.0,False
RUS,63,49.0,95.954,30.723,41.727,23.504,3.0,HARD,18.0,True,,,1,5.0,False
RUS,63,50.0,96.181,30.691,41.93,23.56,3.0,HARD,19.0,True,,,1,5.0,False
RUS,63,51.0,95.852,30.639,41.734,23.479,3.0,HARD,20.0,True,,,1,5.0,False
RUS,63,52.0,96.186,30.678,41.927,23.581,3.0,HARD,21.0,True,,,1,5.0,False
RUS,63,53.0,95.979,30.752,41.74,23.487,3.0,HARD,22.0,True,,,1,5.0,False
RUS,63,54.0,96.013,30.744,41.687,23.582,3.0,HARD,23.0,True,,,1,5.0,False
RUS,63,55.0,96.151,30.818,41.709,23.624,3.0,HARD,24.0,True,,,1,5.0,False
RUS,63,56.0,96.35,30.808,41.885,23.657,3.0,HARD,25.0,True,,,1,5.0,False
RUS,63,57.0,96.44,30.765,42.018,23.657,3.0,HARD,26.0,True,,,1,5.0,False
NOR,4,1.0,102.168,,43.309,24.244,1.0,SOFT,4.0,False,,,12,7.0,False
NOR,4,2.0,98.01,31.353,42.618,24.039,1.0,SOFT,5.0,False,,,1,7.0,False
NOR,4,3.0,97.787,31.112,42.476,24.199,1.0,SOFT,6.0,False,,,1,6.0,True
NOR,4,4.0,97.45,31.115,42.193,24.142,1.0,SOFT,7.0,False,,,1,6.0,True
NOR,4,5.0,97.794,31.258,42.379,24.157,1.0,SOFT,8.0,False,,,1,6.0,False
NOR,4,6.0,97.896,31.027,42.622,24.247,1.0,SOFT,9.0,False,,,1,6.0,False
NOR,4,7.0,97.86,31.074,42.514,24.272,1.0,SOFT,10.0,False,,,1,6.0,False
NOR,4,8.0,98.134,31.171,42.688,24.275,1.0,SOFT,11.0,False,,,1,6.0,False
NOR,4,9.0,98.064,31.051,42.721,24.292,1.0,SOFT,12.0,False,,,1,6.0,False
NOR,4,10.0,97.936,31.019,42.563,24.354,1.0,SOFT,13.0,False,,,12,6.0,False
NOR,4,11.0,98.172,31.163,42.74,24.269,1.0,SOFT,14.0,False,,,1,5.0,False
NOR,4,12.0,98.082,31.232,42.561,24.289,1.0,SOFT,15.0,False,,,1,4.0,False
NOR,4,13.0,100.635,31.225,42.508,26.902,1.0,SOFT,16.0,False,4878.561,,1,3.0,False
NOR,4,14.0,117.77,51.681,42.243,23.846,2.0,HARD,1.0,True,,4902.671,1,9.0,False
NOR,4,15.0,96.912,31.011,42.058,23.843,2.0,HARD,2.0,True,,,1,8.0,False
NOR,4,16.0,96.565,30.716,42.031,23.818,2.0,HARD,3.0,True,,,1,6.0,False
NOR,4,17.0,96.776,31.049,41.973,23.754,2.0,HARD,4.0,True,,,1,6.0,False
NOR,4,18.0,96.508,30.803,41.777,23.928,2.0,HARD,5.0,True,,,1,6.0,False
NOR,4,19.0,96.416,30.87,41.774,23.772,2.0,HARD,6.0,True,,,1,6.0,False
NOR,4,20.0,96.501,30.817,41.871,23.813,2.0,HARD,7.0,True,,,1,6.0,False
NOR,4,21.0,96.62,30.889,41.825,23.906,2.0,HARD,8.0,True,,,1,6.0,False
NOR,4,22.0,96.668,30.839,41.822,24.007,2.0,HARD,9.0,True,,,1,6.0,False
NOR,4,23.0,96.696,30.92,41.877,23.899,2.0,HARD,10.0,True,,,1,6.0,False
NOR,4,24.0,96.823,30.89,42.047,23.886,2.0,HARD,11.0,True,,,1,6.0,False
NOR,4,25.0,96.73,30.923,41.924,23.883,2.0,HARD,12.0,True,,,1,6.0,False
NOR,4,26.0,96.566,30.845,41.878,23.843,2.0,HARD,13.0,True,,,1,6.0,False
NOR,4,27.0,96.726,30.873,41.939,23.914,2.0,HARD,14.0,True,,,1,6.0,False
NOR,4,28.0,97.018,30.98,41.984,24.054,2.0,HARD,15.0,True,,,1,6.0,False
NOR,4,29.0,97.041,30.879,42.16,24.002,2.0,HARD,16.0,True,,,1,6.0,False
NOR,4,30.0,96.986,30.946,42.076,23.964,2.0,HARD,17.0,True,,,1,6.0,False
NOR,4,31.0,97.083,30.944,42.127,24.012,2.0,HARD,18.0,True,,,1,6.0,False
NOR,4,32.0,97.171,30.994,42.14,24.037,2.0,HARD,19.0,True,,,1,5.0,False
NOR,4,33.0,99.626,31.223,42.016,26.387,2.0,HARD,20.0,True,6837.589,,1,5.0,False
NOR,4,34.0,116.898,51.869,41.547,23.482,3.0,HARD,1.0,True,,6862.389,1,8.0,False
NOR,4,35.0,94.476,30.32,40.838,23.318,3.0,HARD,2.0,True,,,1,7.0,False
NOR,4,36.0,95.69,30.162,42.072,23.456,3.0,HARD,3.0,True,,,1,6.0,False
NOR,4,37.0,95.067,30.355,41.339,23.373,3.0,HARD,4.0,True,,,1,6.0,False
NOR,4,38.0,95.149,30.48,41.161,23.508,3.0,HARD,5.0,True,,,1,6.0,False
NOR,4,39.0,94.88,30.35,41.047,23.483,3.0,HARD,6.0,True,,,1,6.0,False
NOR,4,40.0,95.276,30.366,41.222,23.688,3.0,HARD,7.0,True,,,1,6.0,False
NOR,4,41.0,95.069,30.318,41.261,23.49,3.0,HARD,8.0,True,,,1,6.0,False
NOR,4,42.0,95.165,30.402,41.212,23.551,3.0,HARD,9.0,True,,,1,6.0,False
NOR,4,43.0,95.295,30.462,41.196,23.637,3.0,HARD,10.0,True,,,1,6.0,False
NOR,4,44.0,95.346,30.488,41.267,23.591,3.0,HARD,11.0,True,,,1,6.0,False
NOR,4,45.0,95.338,30.468,41.24,23.63,3.0,HARD,12.0,True,,,1,6.0,False
NOR,4,46.0,95.371,30.485,41.244,23.642,3.0,HARD,13.0,True,,,1,6.0,False
NOR,4,47.0,95.485,30.546,41.341,23.598,3.0,HARD,14.0,True,,,1,6.0,False
NOR,4,48.0,95.717,30.638,41.369,23.71,3.0,HARD,15.0,True,,,1,6.0,False
NOR,4,49.0,95.674,30.64,41.34,23.694,3.0,HARD,16.0,True,,,1,6.0,False
NOR,4,50.0,95.657,30.563,41.375,23.719,3.0,HARD,17.0,True,,,1,6.0,False
NOR,4,51.0,96.038,30.786,41.516,23.736,3.0,HARD,18.0,True,,,1,6.0,False
NOR,4,52.0,95.922,30.655,41.461,23.806,3.0,HARD,19.0,True,,,1,6.0,False
NOR,4,53.0,95.782,30.666,41.392,23.724,3.0,HARD,20.0,True,,,1,6.0,False
NOR,4,54.0,95.934,30.672,41.387,23.875,3.0,HARD,21.0,True,,,1,6.0,False
NOR,4,55.0,96.223,31.035,41.372,23.816,3.0,HARD,22.0,True,,,1,6.0,False
NOR,4,56.0,95.976,30.691,41.471,23.814,3.0,HARD,23.0,True,,,1,6.0,True
NOR,4,57.0,96.582,30.771,41.992,23.819,3.0,HARD,24.0,True,,,1,6.0,False
HAM,44,1.0,103.122,,43.609,24.393,1.0,SOFT,4.0,False,,,12,9.0,False
HAM,44,2.0,98.273,31.287,42.893,24.093,1.0,SOFT,5.0,False,,,1,9.0,False
HAM,44,3.0,98.303,31.062,43.099,24.142,1.0,SOFT,6.0,False,,,1,9.0,False
HAM,44,4.0,98.287,30.983,43.146,24.158,1.0,SOFT,7.0,False,,,1,9.0,False
HAM,44,5.0,98.35,31.14,43.01,24.2,1.0,SOFT,8.0,False,,,1,9.0,False
HAM,44,6.0,98.183,31.124,42.887,24.172,1.0,SOFT,9.0,False,,,1,9.0,False
HAM,44,7.0,97.839,30.829,42.823,24.187,1.0,SOFT,10.0,False,,,1,9.0,False
HAM,44,8.0,98.221,31.079,42.886,24.256,1.0,SOFT,11.0,False,,,1,9.0,False
HAM,44,9.0,98.645,31.088,43.171,24.386,1.0,SOFT,12.0,False,,,1,9.0,False
HAM,44,10.0,98.037,30.931,42.821,24.285,1.0,SOFT,13.0,False,,,12,8.0,False
HAM,44,11.0,98.236,31.279,42.819,24.138,1.0,SOFT,14.0,False,,,1,8.0,False
HAM,44,12.0,100.889,31.206,42.881,26.802,1.0,SOFT,15.0,False,4784.838,,1,7.0,False
